物业私自外租老年活动室问题	质量和水平
房屋漏水后续工作物业不给自己处理	入户维修态度及质量差
物业服务态度差	入户维修态度及质量差
垃圾桶摆放不合理	质量和水平
建议玉树临风小区成立业委会问题	组织、推选
物业工作质量差的问题	物业费
小区环境治安	安全秩序没保障
开发商违规收取住房维修基金，希望查处	缴纳与监管
投诉物业不作为	态度与规范
核实规定以户为单位参加选举是否合理	组织、推选
不让自己进入小区的问题	威胁恐吓业主
投诉物业不作为	态度与规范
小区安装电梯迟迟未动工	权力运作及监督
要求物业公司停车费要合理公开	收费不合理
私家车占用消防通道停放，存在安全隐患	态度与规范
希望尽快安装摄像头	监控实施损坏
没有大门社会车辆及外来人员进入小区导致小区业主停车紧张问题	场地紧张
希望帮助核实排水管产权单位信息	安全秩序没保障
莱圳家园小区业主管理的公共收益资金一直被物业非法侵占#APP#	组织、推选
物业查表工作不到位导致多收自己水费	管理费
希望物业把小区地下车库出入口打开	安全没保障
希望拆除充电桩	秩序混乱
清河小营桥北莱圳家园北区正对西门位置车辆停在草地里#APP#	秩序混乱
楼下打洞自家阳台裂开问题	工作效率低
投诉保安无故不让进小区	保安不当行为
物业管理差问题	态度与规范
物业不作为	态度与规范
小区物业乱收费	收费不合理
小区管理问题	质量和水平
物业要求出示证件不合理的问题	物业费
物业不申请维修基金	质量和水平
安装防盗门不合理	日常服务不到位
物业私自拆除统一安装的车位锁	质量和水平
小区居委会迟迟未成立	组织、推选
热力集团赔偿金迟迟未到账	申请与使用
牛街一区物业不作为	日常服务不到位
小区不让进车问题	安全没保障
投诉北京东亚新华物业管理有限公司服务质量#微博#	管理简单粗暴
物业管理费过高	物业费
物业变相收费	管理费
小区停车秩序混乱	秩序混乱
物业强行断电私自将电表内的保险丝拿走	管理简单粗暴
物业乱收费的问题	物业费
监控设施无法正常使用	监控实施损坏
义宾南区内有外部车辆停车问题	秩序混乱
核实处理车位设置不合理的问题	安全没保障
农光南路5号楼门禁损坏#微博私信#	安全秩序没保障
政府迟迟不给小区业委会备案	组织、推选
地锁被撬问题	安全没保障
车辆无法正常出入	安全没保障
监控损坏无人处理	监控实施损坏
 物业损坏自己的载具	监控实施损坏
物业多收取物业费，业主对此意见大	物业费
物业使用公共维修基金维修房顶报价高，且未进行公示具体明细，业主对此意见大	申请与使用
小区内个人组织建立管委会乱收费的违法行为	管理费
小区内停车秩序差，希望规范管理/保密	秩序混乱
核实业主交电梯维修费是否合理	管理费
物业私自更改地下车库	秩序混乱
希望有关人员协调白秀玲出示健康证明	权力运作及监督
恋日绿岛小区黑恶势力问题	受破坏及法律权益保障
小区橱窗违法贴大字报问题	权力运作及监督
物业把多彩家园小区居民家电表箱锁起来不合理问题	质量和水平
小区治安不完善问题	安全没保障
小区物业动用公共维修基金不合理的问题	缴纳与监管
撤销反映	质量和水平
大型垃圾无处扔	垃圾清运费
供暖费用收取不合理	自供暖社区供暖费
希望本中心督促物业加装摄像头	监控实施损坏
自行车停车处被私自出租	秩序混乱
物业断电不合理	管理简单粗暴
在社区内增加监控问题	监控实施损坏
物业收取房费差价不合理的问题	管理费
投诉对物业服务态度及工作质量的不满	监控实施损坏
希望帮助核实房屋公共维修基金如何过户	申请与使用
物业出租人防工程的房子	入户维修态度及质量差
物业未经允把垃圾桶安在市民楼下	态度与规范
小区安全设施不完善	安全秩序没保障
小区不经业主同意装电梯刷卡	管理费
希望协调更换保安公司/保密	保安不当行为
小区楼道堆放垃圾	安全秩序没保障
协调物业退停车费	收费不合理
安立路28号上元雅园小区东门被商业非法占用的问题	秩序混乱
停车秩序混乱	秩序混乱
朝阳旺角小区电动车充电桩车棚下停车秩序差	日常服务不到位
反映防盗门纱窗坏了物业不管的问题	入户维修态度及质量差
小区内有不明人物	安全秩序没保障
丰台区建欣苑三里北小区有精神病患者堵在单元门口#网络诉求舆情#	安全秩序没保障
物业侵占消防通道建房出租，存在安全隐患，希望处理	质量和水平
小区内私装地锁现象严重，希望拆除	质量和水平
物业乱收费	自供暖社区供暖费
投诉物业管理粗暴	管理简单粗暴
市民反映物业私接水电问题	物业费
小区没有居委会问题	组织、推选
交取地下室维修费不合理	物业费
协调小区成立业委会和居委会管理问题	组织、推选
监控设施损坏无人管理	监控实施损坏
物业工作不到位导致居住安全无保障	安全秩序没保障
瑞海大厦物业强制清退问题。	管理简单粗暴
让业主承担费用不合理问题	管理费
北京像素南区行驶电动车的问题#微博#	质量和水平
申报专项	申请与使用
居委会主任不依法公开收支账目的问题	质量和水平
物业不作为的问题	质量和水平
停车管理秩序差	秩序混乱
物业没有通知业主	质量和水平
小区内配电间堆放杂物存在安全隐患	工作效率低
物业贴条没有进行告知义务不合理	质量和水平
石景山区苹果园街道西山枫林四区自行车棚不达标	安全秩序没保障
认为提前半年收取供暖费用不合理	缴纳与监管
北七家镇政府驳回业主代表申请不合理的问题	权力运作及监督
小区未安装车棚和未提供充电桩问题	工作效率低
垃圾清理费设置收费不合理问题	垃圾清运费
物业不作为	质量和水平
小区没有业委会，希望尽快成立	组织、推选
投票不合理问题	组织、推选
物业不负责	入户维修态度及质量差
监事会乱作为	权力运作及监督
业委会成员在小区楼下大厅拉横幅不合理	组织、推选
 龙湖滟澜居委会协调物业对小区内人防车位等公共收益进行公示和审计	权力运作及监督
反映楼道垃圾无人清理的问题	垃圾清运费
因物业不作为要求更换物业	管理简单粗暴
首开康乃馨小区物业不作为	日常服务不到位
要求业委会召开业主大会	权力运作及监督
小区设备不完善未收房	管理简单粗暴
龙锦苑东二区两天清理一次垃圾不合理问题	质量和水平
物业不给处理保安不让自己出去	保安不当行为
小区围墙砸到车没人赔偿	安全没保障
尽快组织成立业委会	组织、推选
一楼住户在阳台给电动车充电换电池容易发生安全隐患	安全秩序没保障
小区物业管理不规范	态度与规范
物业私自圈占公共区域出租问	质量和水平
楼道门禁损坏，希望尽快维修	日常服务不到位
小区物业服务质量差	入户维修态度及质量差
车辆停在小区里面被撞物业摄像头损坏不给处理	安全没保障
小区从2014年开始筹备成立业委会，因物业阻挠至今未成立，希望帮助解决	受破坏及法律权益保障
小区物业收费不合理	物业费
希望恢复治安探头	监控实施损坏
咨询小区什么时候入驻居委会	组织、推选
物业不作为的问题	管理简单粗暴
小区内的监控实施损坏无人修复	监控实施损坏
投诉小区中介不作为问题	质量和水平
物业不作为	态度与规范
电热板和卧室开关安装不合理问题	日常服务不到位
小区环境整治	入户维修态度及质量差
小区楼道内停放电动自行车充电存在安全隐患问题	安全没保障
中粮稻田雅筑自住型商品房物业乱收费问题#微博#	管理费
物业不作为问题	质量和水平
琉璃渠村物业私自收取200元的开锁费	管理费
大门不开放	日常服务不到位
 反映漏水无人修缮问题。	入户维修态度及质量差
小区围栏移动不合理	受破坏及法律权益保障
公司物业保安不让进门	保安不当行为
希望增设监控探头	监控实施损坏
使用人脸识别身份证绑定进小区不合理	管理简单粗暴
小区无社区居委会，导致居民办事困难，希望增设社区居委会	组织、推选
小区内停车乱收费，希望查处	收费不合理
小区物业收取清运费不合理	垃圾清运费
物业垄断不让到远洋国际楼上送快递	日常服务不到位
撤销物业让自己赔偿的问题	安全秩序没保障
曙光街道不让小区单独成立业委会	组织、推选
物业私自停水不合理	质量和水平
物业收费不合理	管理费
开发商未按承诺缴纳公共维修基金	缴纳与监管
希望三农洗车能到小区为居民洗车	申请与使用
小区物业锁小南门不合理问题	管理简单粗暴
物业迟迟不给修门禁	日常服务不到位
街道不让成立业委会	组织、推选
格兰山水二期南区摄像头不清晰	监控实施损坏
地库灯不亮问题	安全没保障
建议海淀区引领新科技更换清晰的摄像头	安全秩序没保障
未经业主同意，物业私换小区单元门	缴纳与监管
丰台区马家堡街道小区物业管理差的问题	安全没保障
小区内污水井返水，希望及时维修	日常服务不到位
电梯里小便无人管理	日常服务不到位
家委会强行收取卫生费不合理	垃圾清运费
核实是否有对华燕家园小区引进物业的计划#市政府门户网站互动交流平台#	组织、推选
小区内居民私自划车位	秩序混乱
协调区环保局空出自行车棚	安全没保障
业委会在外墙打窗户不合理	受破坏及法律权益保障
物业收费不合理	自供暖社区供暖费
未经业主同意私自引进新物业，业主对此意见大	权力运作及监督
街道不让成立业委会	组织、推选
希望帮助核实小区收垃圾的人向业主收垃圾费不合理	垃圾清运费
北宇物业推卸责任	入户维修态度及质量差
反映停车公司管理不擅问题	安全没保障
小区内门禁故障	安全秩序没保障
物业雇的保安不让进出小区	管理简单粗暴
小区没有监控导致车牌被拆问题	监控实施损坏
加强对楼道的清理	日常服务不到位
反对居委会入住小区	组织、推选
物业不作为	物业费
小区停车秩序差	管理费
希望儒林街道和月安居小区办尽快发放维修基金	申请与使用
要求把墙恢复原样并做防水问题/保密	安全秩序没保障
老楼改造电梯安装	申请与使用
来电反映物业不卖电问题”12315热线来电“	物业费
反映小区南门不开导致绕行的问题	态度与规范
车辆占用人行道违章停放问题	秩序混乱
希望小区加强管理不要让外人随意进入	保安不当行为
存在违规行为列入选举名单不合理	组织、推选
保安不让自己出监控室	保安不当行为
 物业收费不合理	物业费
物业私自出租公共停车位，导致业主无法停车	安全没保障
希望增加物业的问题	质量和水平
二七厂宿舍建设一里监控无红外导致夜间无法拍摄	监控实施损坏
反映物业不让加装护栏不合理	安全秩序没保障
自己车辆损坏由谁赔偿	安全没保障
小区安保不作为/保密	日常服务不到位
因物业拖欠垃圾清运费，导致小区内垃圾迟迟未清理，影响居民生活环境	垃圾清运费
物业收费不合理#评论#	自供暖社区供暖费
建议地下车库增设门禁和摄像头#今日头条评论#	日常服务不到位
投诉物业不给处理水池子堵塞问题	管理简单粗暴
房屋不符合依法治理违法群租房通告居委会强行拆除问题	质量和水平
协调调换停车位	质量和水平
希望招标正式物业	组织、推选
小区物业乱收费	自供暖社区供暖费
物业不给修自来水阀门的问题	日常服务不到位
小区内乱停车	秩序混乱
希望居委会周六日安排值班人员	权力运作及监督
 小区保安骂人、物业不处理的问题	保安不当行为
小区保安态度恶劣	保安不当行为
村里监控损坏无人维修	监控实施损坏
楼道内无监控不合理问题	监控实施损坏
希望物业加强小区停车管理问题	秩序混乱
搬家公司前后要价不同	监控实施损坏
物业不给自己开具装修证明的问题	垃圾清运费
社区没有通知到位导致业主分不到车位	权力运作及监督
小区的管理差	安全秩序没保障
不让进小区不合理	管理简单粗暴
投诉物业	管理简单粗暴
移走树木建设立体停车场不合理问题	质量和水平
解决车辆和行人同时从小区东门进出存在安全隐患	安全秩序没保障
停车管理差	安全没保障
物业在未公示收费审批的情况下忽然收费不合理	管理费
帮助协调让街道出示交物业费的凭证	物业费
物业收取物业费不合理	物业费
物业强拆	管理简单粗暴
小区内无监控设施，希望增设	监控实施损坏
物业公司不退装修押金	管理费
小区内多处监控故障	监控实施损坏
3号楼内1层监控故障	监控实施损坏
投诉小区路灯不给照明	日常服务不到位
小区业委会不作为	权力运作及监督
润景园小区物业不作为	态度与规范
小区私定供暖费	自供暖社区供暖费
街道利用小区设施牟且不管理小区	安全秩序没保障
小区门口停车乱无人管理	秩序混乱
北苑街道强行拆除小区内彩灯	管理简单粗暴
暖气费不合理涨价	自供暖社区供暖费
小区乱停车占消防通道问题#微博#	秩序混乱
业主家装修，装修公司负责清运垃圾，但物业强制收取垃圾清运费	垃圾清运费
小区垃圾无人处理	垃圾清运费
希望在门禁门内楼道内安装摄像头	安全秩序没保障
帮助清理垃圾堆	秩序混乱
小区监控长期不启用	监控实施损坏
物业触碰物权法	态度与规范
汽南小区25号楼3单元2号一老太太威胁影响自己人身安全	威胁恐吓业主
火灾安置问题	安全秩序没保障
占用消防通道规划停车位不合理，存在安全隐患	安全没保障
物业非法断电的问题	管理简单粗暴
协调物业费能降低的问题	物业费
核实到哪里看小区公共区域收益明细问题	权力运作及监督
不让快递进小区不合理	保安不当行为
玉泉新城小区业委会账目不公开	权力运作及监督
加装摄像头	监控实施损坏
了解物业收取维修费是否合理	物业费
日下防盗门厂服务态度问题	态度与规范
三元公司不给盖音量无法申请维修基金	申请与使用
希望增设监控	监控实施损坏
不给停车位	秩序混乱
希望帮助增设摄像头	监控实施损坏
复兴路46号院1号楼与3号楼楼顶住人	管理简单粗暴
物业强制消费问题	管理简单粗暴
西罗园小区四区31号楼蟑螂无人清理	日常服务不到位
物业不作为/保密	质量和水平
建议小区增加安全保障	安全秩序没保障
物业管理粗暴和收取停车费不合理	管理简单粗暴
市民认为物业疏通管道还要自己花钱不合理	入户维修态度及质量差
住建委电话无人接听	管理费
小区保安不正规问题	保安不当行为
希望改善物业工作方法	管理简单粗暴
协调相关部门解决增加暖气片片数	质量和水平
迟迟没有安装门禁	安全秩序没保障
强行占地的问题	安全秩序没保障
协调归还家具问题	日常服务不到位
开发商不退契税钱	管理费
没有入户调查就成立业委会	组织、推选
市民反映小区监控实施损坏	监控实施损坏
毛纺南小区居委会欺上瞒下	质量和水平
快递柜旁边便溺影响自家生活问题	垃圾清运费
物业收费不合理	垃圾清运费
社区要求换同样的窗户	管理简单粗暴
协调维修监控	监控实施损坏
更换电梯不使用公共维修基金不合理问题	申请与使用
小区不合理收费问题	物业费
投诉物业效率低问题	管理简单粗暴
物业维修质量差	入户维修态度及质量差
成立业委会问题	组织、推选
希望小区安装监控设施	监控实施损坏
小区物业管理混乱	态度与规范
物业乱收费	管理费
违法违规建停车场	管理简单粗暴
希望物业加强小区安全管理	安全秩序没保障
龙岗路清源东里小区1号楼门前地砖和收报纸亭子坏了问题	管理简单粗暴
协调街道协助业主成立业主委员会问题	权力运作及监督
自己车胎被扎问题	安全没保障
多次检查影响正常生活	权力运作及监督
物业乱扣费	物业费
投诉马连洼街道书记朱利忠不作为	缴纳与监管
查询来电原因	管理简单粗暴
物业未公示提取公共维修基金明细	申请与使用
建议增设停车位	场地紧张
成立业委会	组织、推选
砖头占车位存在隐患	秩序混乱
希望物业加大力度监管小区人员进出问题	安全秩序没保障
小区住户往楼下扔东西问题	态度与规范
天通苑业委会主任工作问题#微博私信#	权力运作及监督
物业收取换主管道到水表的节门费用不合理	管理费
物业收费不合理”12385热线来电“	管理费
乱收费问题	秩序混乱
新物业人员聚集存在安全隐患	质量和水平
小区没有物业和业委会导致生活不便，希望尽快成立	组织、推选
居委会换届选举问题	组织、推选
协调处理让小区物业加强对车位的管理	安全没保障
物业租赁部长期把大量住宅房源租给公司办公不作为#市政府门户网站互动交流平台#	工作效率低
物业公司乱收费	管理费
投诉金碧物业限制周六日施工	管理简单粗暴
希望将电表闸、水闸和暖气阀的房门开着别锁	质量和水平
海悦公馆小区部分摄像头故障物业不予处理	监控实施损坏
物业不给买电不合理	管理简单粗暴
物业管理差	安全没保障
核实居委会筹备组组长工作办法是否合理	组织、推选
收卫生费不合理	自供暖社区供暖费
反映物业不作为导致车被刮蹭的问题	监控实施损坏
希望小区加强管理狗随地小便的问题	工作效率低
物业乱涨价	管理费
帮助了解监控管理部门	监控实施损坏
保安扰乱小区正常生活秩序	保安不当行为
物业乱作为|保密	质量和水平
物业收取标准不合理	物业费
电梯紧急呼救无人接听的问题	质量和水平
投诉保安服务态度差的问题	保安不当行为
要求奥林匹克花园三期开设北南门#市政府门户网站互动交流平台#	日常服务不到位
物业不作为的问题	质量和水平
划停车位影响生活希望取消问题	安全没保障
金泰大厦物业每次只能充五元电费不合理	自供暖社区供暖费
地下车库水管漏水	安全没保障
小区无法安装移动宽带的问题。	日常服务不到位
一杆一车设备的摄像头被堵	秩序混乱
业主委员会宣布公告不合法	权力运作及监督
物业不配合办理营业执照	质量和水平
物业不作为的问题	工作效率低
物业未公示专业基金费用不合理	缴纳与监管
业委会不作为	权力运作及监督
施工车辆随意停放在小区内，导致小区内停车秩序差	秩序混乱
小区内管理差问题	安全秩序没保障
加强康泽佳苑小区的管理【北京市委书记蔡奇】#人民网地方领导留言板#	工作效率低
贴出告示通知清理楼道产生一系列不合理事情	管理简单粗暴
了解是否可以交一个月的费用	管理费
了解和义西里小区停车位划分问题进展	秩序混乱
物业值班人员因停车问题辱骂业主不合理	管理简单粗暴
物业收取停车费不合理的问题	管理费
小区内多处监控故障	监控实施损坏
相关部门协调尽快启动电动车地库	质量和水平
核实房地产开发经营公司有没有交公共维修基金	缴纳与监管
物业收费不合理的问题	物业费
垃圾清运收费标准	垃圾清运费
公布将府家园北里公共维修基金使用情况	缴纳与监管
物业收取费用不合理问题。	物业费
物业收取租户停车费价格过高	收费不合理
车位价格不合理	管理费
核实处理小区存在安全隐患问题【北京市委书记蔡奇】#人民网地方领导留言板#	日常服务不到位
希望协调物业退费的问题	管理费
无法正常出入问题	管理简单粗暴
物业乱收费问题	垃圾清运费
没有修建防火围墙	安全没保障
希望禁止让大车在上下学时进入小区/保密	安全秩序没保障
监控摄像头损坏	监控实施损坏
建议王府温馨公寓小区完善摄像头监控设施的问题#微博私信#	监控实施损坏
小区物业问题	垃圾清运费
物业乱收费	物业费
小区之前停车管理公司私自延长收费年限，退出后未退费，近期小区又引入一家新的停车管理公司，重新收取停车费，居民对此意见大	秩序混乱
 施工没有公示牌不合理	工作效率低
违规安装监控	监控实施损坏
物业私自动用公共维修基金维修避雷针，业主对此意见大	权力运作及监督
车辆九点以后出商场不合理	收费不合理
物业收取物业费不合理	物业费
大队收取垃圾费/保密	垃圾清运费
物业私自调高物业费，并且捆绑收取电费，业主对此意见大	管理简单粗暴
物业动用维修基金不符合规定程序	申请与使用
物业未设计垃圾集运站，指定收取高价垃圾清运费	垃圾清运费
夏各庄新城西区太阳能无法使用的问题	质量和水平
投诉绿城物业公司暴力撬门强行清理业主东西	管理简单粗暴
物业乱收费问题	物业费
物业使用维修基金过多”65603478热线来电“	申请与使用
小区居民不让家长接送孩子	态度与规范
物业挪用维修基金的问题	缴纳与监管
投诉物业工作方法	威胁恐吓业主
街道领导阻挠小区成立业委会，希望协调解决	组织、推选
保安骂人问题	保安不当行为
物业不让联通光纤及移动光纤及歌华有线及电信光纤进入小区不合理	管理简单粗暴
物业费收取不合理	物业费
物业费收取不合理	物业费
监控损坏无人维修	监控实施损坏
维修费	缴纳与监管
投诉邮政工作人员	态度与规范
未经业主投票选举成立业委会，对此意见大	权力运作及监督
希望续租车位	安全没保障
物业将存车管理承包给个人导致居民使用不便的问题	日常服务不到位
物业收装修管理费不合理	管理费
机动车乱停放占用消防通道的问题。	安全没保障
拆除地桩导致乱停车问题	秩序混乱
小区没有人管理问题	安全秩序没保障
保安态度恶劣	保安不当行为
使用共享单车和三轮车占用车位问题	秩序混乱
希望帮助解决外来车辆进入本小区停车	秩序混乱
物业不作为	日常服务不到位
共享单车乱摆放	秩序混乱
投诉物业不让安装充电桩和不给维修太阳能的问题	入户维修态度及质量差
马家堡路67号院杂物占车位问题#微博私信#	秩序混乱
希望街道罢免现业务会	权力运作及监督
都市芳园小区锦湖园5号6号别墅靠近路边一侧存在加工点的问题#市政府门户网站互动交流平台#	安全秩序没保障
尽快加固天窗盖子	安全秩序没保障
物业不让安装充电桩问题	管理简单粗暴
停车秩序差	秩序混乱
物业不作为	态度与规范
围墙上装铁刺且糊玻璃碴子不合理#微博#	安全没保障
希望成立小区业委会【北京市委书记蔡奇】#人民网地方领导留言板#	组织、推选
协调归还杂物	质量和水平
市民反映掉落线问题	安全没保障
出入口设置不合理	安全秩序没保障
投诉物业安装路灯不符合要求	威胁恐吓业主
办理门禁卡需先缴纳一年物业费，居民对此意见大	权力运作及监督
小区内智能垃圾分类机器故障，希望及时维修	质量和水平
通州区梨园久居雅园小区无法成立业委会问题【北京市市长陈吉宁】#人民网地方领导留言板#	组织、推选
物业出租车位不公平	态度与规范
希望相关部门协调调查帮助成立业委会	组织、推选
建议增设监控设备/保密	监控实施损坏
小区内绿地未经业主同意被划分为城市公园改造	安全秩序没保障
物业不作为	态度与规范
小区无社区居委会，导致居民办事困难，希望增设社区居委会	组织、推选
检查站保安工作态度恶劣并且拒不出示工作证	保安不当行为
路面坑洼以及树被破坏的问题	质量和水平
没有保安问题	入户维修态度及质量差
物业违规收取业主物业费，希望查处	物业费
小区内僵尸车占用车位问题	秩序混乱
投诉物业给业主停电	管理简单粗暴
收取物业费不合理	物业费
物业事先未征得业主同意，私自使用公共维修基金维修楼顶，业主对此意见大	申请与使用
物业清理僵尸车的同时，未进行公示，将业主车辆也清走了	态度与规范
投诉富力物业不服务收取管理费的问题	管理费
核实具体装修时间	质量和水平
协调安装充电桩【北京市委书记蔡奇】#人民网地方领导留言板#	安全没保障
物业不给供水问题	质量和水平
协调与物业公司的补偿问题	入户维修态度及质量差
停车管理公司私设车位并收费不合理	秩序混乱
核实监控是否打开是否损坏	监控实施损坏
业收取物业费不合理	物业费
非小区车辆占用本小区居民车位不合理	秩序混乱
去年冬天没有买暖气但是今年物业让补交采暖费	自供暖社区供暖费
监控坏了无人维修	监控实施损坏
投诉北京星湖开发公司	权力运作及监督
小区监控老化模糊	监控实施损坏
代步车占用机动停车位，希望及时处理	保安不当行为
旧物业迟迟不肯撤离的问题	组织、推选
物业公司工作人员态度恶劣	威胁恐吓业主
物业收取物业费不合理	物业费
物业拖着不给处理两个下水管的问题	态度与规范
小区内业委会成立、房屋质量、房产证发放问题（领导接听）	组织、推选
希望物业招收年轻保安加强小区管理问题	安全秩序没保障
核实物业出台收上门费规定的具体时间问题	物业费
监控坏了	监控实施损坏
摄像头安装不合理	监控实施损坏
希望相关部门让物业给业主一份动用维修基金的完整的材料	申请与使用
小区无人清理问题	管理简单粗暴
投诉香海园小区物业不作为封路不合理	安全秩序没保障
小区保安恐吓市民/保密	威胁恐吓业主
小区地下停车位不出租给业主	秩序混乱
物业乱收费	垃圾清运费
北京像素小区安装高清监控设备问题#微博#	管理费
惠兰美居小区物业收取车位管理费不合理问题	管理费
陈晨属于非业主但继续干涉业委会事情不合理	权力运作及监督
物业不让安装充电桩问题	管理简单粗暴
投诉保安打人	保安不当行为
投诉物业乱收费	管理费
未经业主同意，物业私自上涨人防车位停车费，居民对此不认可	物业费
小区安全没保障门卫形同虚设	安全秩序没保障
物业公司故意断电	物业费
保安私自丢弃业主物品	保安不当行为
合顺家园小区开发商乱收费问题	物业费
撤销反映	保安不当行为
小区地下车库不交给物业管理造成业主停车问题无法解决	秩序混乱
投诉小区物业不维修自来水阀门不合理	管理简单粗暴
小区物业费收取过高问题	物业费
物业费不合理	物业费
物业重复收取管理费及卫生费，居民对此意见大	管理费
居民楼开设便利仓库存放酒水，存在安全隐患，希望查处	安全秩序没保障
希望物业加强对小区外来车辆管理的问题	秩序混乱
物业不作为	日常服务不到位
协调小区入口留人抬杆	日常服务不到位
希望小区尽快成立业委会	组织、推选
物业随意泄露信息的问题	安全秩序没保障
门禁修缮	安全秩序没保障
小区卫生环境脏乱差，楼道堆放杂物不清理，希望加强管理	日常服务不到位
希望核实监控探头的产权信息	监控实施损坏
协调将车位迁移回小区停车楼一层	安全没保障
物业不管理不栓狗链遛狗	质量和水平
物业迟迟不退费的问题	物业费
自家门歪无人管	入户维修态度及质量差
物业要求自己补缴供暖费不合理	自供暖社区供暖费
物业动用公共维修基金违规操作和业主不同意再次公共维修基金	申请与使用
在小区内楼道里要有警力进行巡逻保护财产	质量和水平
未经过业主同意成立居委会	组织、推选
物业让交的物业费不合理	物业费
小区防盗门故障	申请与使用
反映物业私改停车场不合理问题	管理简单粗暴
擅自扣工资上保险	管理简单粗暴
小区大门敞开不合理	安全秩序没保障
晒被子影响周边环境	质量和水平
物业针对防火采光板没有合理方案	工作效率低
物业未经业主同意私自拆围墙	管理简单粗暴
物业收取垃圾清运费、管理费过高，希望帮助解决	垃圾清运费
居委会召集业主开会不是党员业主没有表决权不合理#微博#	组织、推选
不作为的问题	态度与规范
东城区房管局非法审批公共维修资金支取	缴纳与监管
小区内监控不清晰以及存在死角的问题	监控实施损坏
物业用公共区域私盖垃圾场和停车场问题	申请与使用
投诉街道不帮助成立业委会问题	组织、推选
海淀区五福玲珑居小区地下车库收费不合理问题/保密	收费不合理
小区停车管理混乱	秩序混乱
小区内监控设施故障，希望尽快维修	监控实施损坏
 投诉物业管理不当	管理简单粗暴
物业使用公共维修基金未与业主商量不合理	申请与使用
商务性公寓都在退公共维修基金，富力未按照规定退还	缴纳与监管
希望相关部门协调帮助成立业委会	组织、推选
物业乱收费的问题	物业费
提取维修基金不合理	申请与使用
业委会选举不公开不透露问题	组织、推选
小区成立业主委员会、街道一直阻挠	组织、推选
物业收取供暖费过高，业主对此意见大	物业费
希望物业对小区一层的院墙规划合理出口	申请与使用
住户在房屋充电瓶存在安全隐患问题	安全秩序没保障
物业乱收费	物业费
小区采取封闭式管理未提前通知，影响居民生活	受破坏及法律权益保障
建议小区内增加自行车车棚	态度与规范
经马坡镇政府核实，市民反映问题属于双丰街道管辖范围，建议转双丰街道办理。	工作效率低
市民反映非法停车问题	秩序混乱
永泰园第二社区停车问题#微博#	秩序混乱
希望把本小区加入到业主APP中	组织、推选
物业不让停车	安全没保障
增设小区安全防护的问题	安全秩序没保障
居委会收取停车费不合理	缴纳与监管
物业加强管理	日常服务不到位
占车位	秩序混乱
选举业委会只允许B座业主参与不合理	组织、推选
都市芳园小区物业收费不合理问题【北京市委书记蔡奇】#人民网地方领导留言板#	管理费
物业不作为的问题“12315热线来电”	质量和水平
门缝塞广告	态度与规范
小区内监控设施损坏，希望及时维修	监控实施损坏
停车位划的离楼门口太近的问题	秩序混乱
 投诉物业强制收保护费，掐断电	威胁恐吓业主
无法成立业委会的问题	态度与规范
认为门禁收费不合理	管理费
核实物业收取巡查管理费是否合理	管理费
停车管理人员私自出租车位	秩序混乱
物业收取天然气费用过高	自供暖社区供暖费
希望小区加入住建委推出的“北京业主APP”	组织、推选
希望物业加强保安素质培训问题	保安不当行为
业委会成立问题	组织、推选
农村卫生费收费标准	垃圾清运费
小区地库托底	安全没保障
小区保安态度不好要求开除问题	保安不当行为
吉庆里小区5号楼老是有人在电梯里面抽烟	日常服务不到位
物业不作为	工作效率低
市民反映希望延期缴纳供暖费也可以用电。	自供暖社区供暖费
小区物业有车证也不让进小区	日常服务不到位
垃圾清运费高不合理问题	垃圾清运费
小区保安服务不到位问题	监控实施损坏
莱圳家园小区业主管理的公共收益资金一直被物业非法侵占#APP#	组织、推选
停车混乱	秩序混乱
保安不让自己停在非固定停车位	保安不当行为
无法办理优惠停车的问题	权力运作及监督
经适房物业费按照商品房标准收取	物业费
小区物业不作为问题	质量和水平
小区过道被长期占用的问题	秩序混乱
怡兴物业强制收取垃圾清运费不合理	垃圾清运费
四海路1号院车库内无监控	安全没保障
小区门禁未上锁	安全没保障
物业费是按照使用面积还是建筑面积收取	管理费
减速带安装位置不合理/保密	安全没保障
投诉物业不让自己停车	安全没保障
小区停车问题无人管理	安全没保障
物业不修缮门禁和楼道天花板不负责	日常服务不到位
单位不予缴纳维修基金	缴纳与监管
小区内未安装监控设施，希望增设	监控实施损坏
社区私自出租小区车棚不合理的问题	安全没保障
门禁看管人员态度恶劣而且打人的问题	保安不当行为
希望物业公示维修供电设备使用的详细的金额	申请与使用
小区物业不负责任不管理小区事务的问题	质量和水平
物业乱收费	物业费
小区内停车位被占用的问题	秩序混乱
地下室居住物业人员以及家属不合理问题	质量和水平
小区监控不完善，导致车辆被划无法看到监控	监控实施损坏
安柜子导致出行不便	管理简单粗暴
物业多收取物业费	物业费
收费不合理	管理费
屋内消防管道漏水后续事情无人处理问题	质量和水平
物业不进行维修墙体	管理简单粗暴
门禁不能使用“65603424热线来电”	入户维修态度及质量差
希望职能部门核实居委会收业主钱是否合理问题	质量和水平
物业维修效率低、不公布维修基金使用情况，希望加强管理	入户维修态度及质量差
物业迟迟不取消固定车位	秩序混乱
公共车位被占用的问题	秩序混乱
物业收取高额电费和供暖费	自供暖社区供暖费
物业强制停电	物业费
物业私自动用维修基金	申请与使用
阳台维修	入户维修态度及质量差
物业不作为问题	态度与规范
物业收费不合理	管理费
